team,pts_1q,pts_2q,pts_3q,pts_4q,pts_ot1,pts_ot2,pts_total,adversary,pts_adv_1q,pts_adv_2q,pts_adv_3q,pts_adv_4q,pts_ot1.1,pts_ot2.1,pts_adv_total,1q_winner,2q_winner,3q_winner,4q_winner,match_winner,home_away,month_day,year
PHI,29,34,25,29,0,0,117, BOS,24,39,35,28,0,0,126, PHI, BOS, BOS, PHI, BOS, away,  October 18,2022
BOS,24,39,35,28,0,0,126, PHI,29,34,25,29,0,0,117, PHI, BOS, BOS, PHI, BOS, home,  October 18,2022
LAL,22,30,19,38,0,0,109, GSW,25,34,32,32,0,0,123, GSW, GSW, GSW, LAL, GSW, away,  October 18,2022
GSW,25,34,32,32,0,0,123, LAL,22,30,19,38,0,0,109, GSW, GSW, GSW, LAL, GSW, home,  October 18,2022
ORL,28,27,28,26,0,0,109, DET,17,40,34,22,0,0,113, ORL, DET, DET, ORL, DET, away,  October 19,2022
DET,17,40,34,22,0,0,113, ORL,28,27,28,26,0,0,109, ORL, DET, DET, ORL, DET, home,  October 19,2022
WAS,36,24,27,27,0,0,114, IND,25,27,25,30,0,0,107, WAS, IND, WAS, IND, WAS, away,  October 19,2022
IND,25,27,25,30,0,0,107, WAS,36,24,27,27,0,0,114, WAS, IND, WAS, IND, WAS, home,  October 19,2022
HOU,20,30,30,27,0,0,107, ATL,26,33,25,33,0,0,117, ATL, ATL, HOU, ATL, ATL, away,  October 19,2022
ATL,26,33,25,33,0,0,117, HOU,20,30,30,27,0,0,107, ATL, ATL, HOU, ATL, ATL, home,  October 19,2022
NOP,32,26,40,32,0,0,130, BRK,14,36,28,30,0,0,108, NOP, BRK, NOP, NOP, NOP, away,  October 19,2022
BRK,14,36,28,30,0,0,108, NOP,32,26,40,32,0,0,130, NOP, BRK, NOP, NOP, NOP, home,  October 19,2022
NYK,23,23,33,29,4,0,112, MEM,25,36,24,23,7,0,115, MEM, MEM, NYK, NYK, MEM, away,  October 19,2022
MEM,25,36,24,23,7,0,115, NYK,23,23,33,29,4,0,112, MEM, MEM, NYK, NYK, MEM, home,  October 19,2022
CHI,28,31,37,20,0,0,116, MIA,33,26,27,22,0,0,108, MIA, CHI, CHI, MIA, CHI, away,  October 19,2022
MIA,33,26,27,22,0,0,108, CHI,28,31,37,20,0,0,116, MIA, CHI, CHI, MIA, CHI, home,  October 19,2022
CLE,22,35,27,21,0,0,105, TOR,28,23,25,32,0,0,108, TOR, CLE, CLE, TOR, TOR, away,  October 19,2022
TOR,28,23,25,32,0,0,108, CLE,22,35,27,21,0,0,105, TOR, CLE, CLE, TOR, TOR, home,  October 19,2022
OKC,22,30,35,21,0,0,108, MIN,35,30,22,28,0,0,115, MIN, MIN, OKC, MIN, MIN, away,  October 19,2022
MIN,35,30,22,28,0,0,115, OKC,22,30,35,21,0,0,108, MIN, MIN, OKC, MIN, MIN, home,  October 19,2022
CHO,38,30,30,31,0,0,129, SAS,22,25,28,27,0,0,102, CHO, CHO, CHO, CHO, CHO, away,  October 19,2022
SAS,22,25,28,27,0,0,102, CHO,38,30,30,31,0,0,129, CHO, CHO, CHO, CHO, CHO, home,  October 19,2022
DEN,30,23,27,22,0,0,102, UTA,37,38,19,29,0,0,123, UTA, UTA, DEN, UTA, UTA, away,  October 19,2022
UTA,37,38,19,29,0,0,123, DEN,30,23,27,22,0,0,102, UTA, UTA, DEN, UTA, UTA, home,  October 19,2022
DAL,32,30,19,24,0,0,105, PHO,24,21,31,31,0,0,107, DAL, DAL, PHO, PHO, PHO, away,  October 19,2022
PHO,24,21,31,31,0,0,107, DAL,32,30,19,24,0,0,105, DAL, DAL, PHO, PHO, PHO, home,  October 19,2022
POR,32,19,33,31,0,0,115, SAC,23,32,29,24,0,0,108, POR, SAC, POR, POR, POR, away,  October 19,2022
SAC,23,32,29,24,0,0,108, POR,32,19,33,31,0,0,115, POR, SAC, POR, POR, POR, home,  October 19,2022
MIL,30,17,26,17,0,0,90, PHI,24,21,18,25,0,0,88, MIL, PHI, MIL, PHI, MIL, away,  October 20,2022
PHI,24,21,18,25,0,0,88, MIL,30,17,26,17,0,0,90, MIL, PHI, MIL, PHI, MIL, home,  October 20,2022
LAC,35,21,29,18,0,0,103, LAL,23,33,21,20,0,0,97, LAC, LAL, LAC, LAL, LAC, away,  October 20,2022
LAL,23,33,21,20,0,0,97, LAC,35,21,29,18,0,0,103, LAC, LAL, LAC, LAL, LAC, home,  October 20,2022
NOP,35,26,32,31,0,0,124, CHO,24,27,34,27,0,0,112, NOP, CHO, CHO, NOP, NOP, away,  October 21,2022
CHO,24,27,34,27,0,0,112, NOP,35,26,32,31,0,0,124, NOP, CHO, CHO, NOP, NOP, home,  October 21,2022
SAS,36,34,32,35,0,0,137, IND,26,29,30,49,0,0,134, SAS, SAS, SAS, IND, SAS, away,  October 21,2022
IND,26,29,30,49,0,0,134, SAS,36,34,32,35,0,0,137, SAS, SAS, SAS, IND, SAS, home,  October 21,2022
CHI,30,20,24,26,0,0,100, WAS,26,30,21,25,0,0,102, CHI, WAS, CHI, CHI, WAS, away,  October 21,2022
WAS,26,30,21,25,0,0,102, CHI,30,20,24,26,0,0,100, CHI, WAS, CHI, CHI, WAS, home,  October 21,2022
ORL,27,27,27,17,0,0,98, ATL,19,31,30,28,0,0,108, ORL, ATL, ATL, ATL, ATL, away,  October 21,2022
ATL,19,31,30,28,0,0,108, ORL,27,27,27,17,0,0,98, ORL, ATL, ATL, ATL, ATL, home,  October 21,2022
TOR,24,28,27,26,0,0,105, BRK,28,21,29,31,0,0,109, BRK, TOR, BRK, BRK, BRK, away,  October 21,2022
BRK,28,21,29,31,0,0,109, TOR,24,28,27,26,0,0,105, BRK, TOR, BRK, BRK, BRK, home,  October 21,2022
BOS,30,29,30,22,0,0,111, MIA,22,29,26,27,0,0,104, BOS, MIA, BOS, MIA, BOS, away,  October 21,2022
MIA,22,29,26,27,0,0,104, BOS,30,29,30,22,0,0,111, BOS, MIA, BOS, MIA, BOS, home,  October 21,2022
DET,20,32,29,25,0,0,106, NYK,30,42,31,27,0,0,130, NYK, NYK, NYK, NYK, NYK, away,  October 21,2022
NYK,30,42,31,27,0,0,130, DET,20,32,29,25,0,0,106, NYK, NYK, NYK, NYK, NYK, home,  October 21,2022
MEM,26,36,33,34,0,0,129, HOU,32,38,30,22,0,0,122, HOU, HOU, MEM, MEM, MEM, away,  October 21,2022
HOU,32,38,30,22,0,0,122, MEM,26,36,33,34,0,0,129, HOU, HOU, MEM, MEM, MEM, home,  October 21,2022
UTA,26,29,33,32,12,0,132, MIN,41,23,23,33,6,0,126, MIN, UTA, UTA, MIN, UTA, away,  October 21,2022
MIN,41,23,23,33,6,0,126, UTA,26,29,33,32,12,0,132, MIN, UTA, UTA, MIN, UTA, home,  October 21,2022
DEN,40,30,28,30,0,0,128, GSW,34,18,36,35,0,0,123, DEN, DEN, GSW, GSW, DEN, away,  October 21,2022
GSW,34,18,36,35,0,0,123, DEN,40,30,28,30,0,0,128, DEN, DEN, GSW, GSW, DEN, home,  October 21,2022
PHO,28,25,26,23,9,0,111, POR,25,22,28,27,11,0,113, PHO, PHO, POR, POR, POR, away,  October 21,2022
POR,25,22,28,27,11,0,113, PHO,28,25,26,23,9,0,111, PHO, PHO, POR, POR, POR, home,  October 21,2022
SAS,19,35,31,29,0,0,114, PHI,25,26,26,28,0,0,105, PHI, SAS, SAS, SAS, SAS, away,  October 22,2022
PHI,25,26,26,28,0,0,105, SAS,19,35,31,29,0,0,114, PHI, SAS, SAS, SAS, SAS, home,  October 22,2022
DET,35,21,23,36,0,0,115, IND,25,27,36,36,0,0,124, DET, IND, IND, IND, IND, away,  October 22,2022
IND,25,27,36,36,0,0,124, DET,35,21,23,36,0,0,115, DET, IND, IND, IND, IND, home,  October 22,2022
BOS,36,32,31,27,0,0,126, ORL,33,35,26,26,0,0,120, BOS, ORL, BOS, BOS, BOS, away,  October 22,2022
ORL,33,35,26,26,0,0,120, BOS,36,32,31,27,0,0,126, BOS, ORL, BOS, BOS, BOS, home,  October 22,2022
CLE,34,36,23,35,0,0,128, CHI,25,29,25,17,0,0,96, CLE, CLE, CHI, CLE, CLE, away,  October 22,2022
CHI,25,29,25,17,0,0,96, CLE,34,36,23,35,0,0,128, CLE, CLE, CHI, CLE, CLE, home,  October 22,2022
TOR,33,17,33,26,0,0,109, MIA,38,33,21,20,0,0,112, MIA, MIA, TOR, TOR, MIA, away,  October 22,2022
MIA,38,33,21,20,0,0,112, TOR,33,17,33,26,0,0,109, MIA, MIA, TOR, TOR, MIA, home,  October 22,2022
HOU,23,25,31,26,0,0,105, MIL,41,26,31,27,0,0,125, MIL, MIL, MIL, MIL, MIL, away,  October 22,2022
MIL,41,26,31,27,0,0,125, HOU,23,25,31,26,0,0,105, MIL, MIL, MIL, MIL, MIL, home,  October 22,2022
MEM,17,19,35,25,0,0,96, DAL,39,25,35,38,0,0,137, DAL, DAL, DAL, DAL, DAL, away,  October 22,2022
DAL,39,25,35,38,0,0,137, MEM,17,19,35,25,0,0,96, DAL, DAL, DAL, DAL, DAL, home,  October 22,2022
OKC,29,26,30,32,0,0,117, DEN,28,27,33,34,0,0,122, OKC, DEN, DEN, DEN, DEN, away,  October 22,2022
DEN,28,27,33,34,0,0,122, OKC,29,26,30,32,0,0,117, OKC, DEN, DEN, DEN, DEN, home,  October 22,2022
LAC,29,23,34,25,0,0,111, SAC,26,29,25,29,0,0,109, LAC, SAC, LAC, SAC, LAC, away,  October 22,2022
SAC,26,29,25,29,0,0,109, LAC,29,23,34,25,0,0,111, LAC, SAC, LAC, SAC, LAC, home,  October 22,2022
POR,32,23,23,28,0,0,106, LAL,24,24,35,21,0,0,104, POR, LAL, LAL, POR, POR, away,  October 23,2022
LAL,24,24,35,21,0,0,104, POR,32,23,23,28,0,0,106, POR, LAL, LAL, POR, POR, home,  October 23,2022
CHO,22,37,45,22,0,0,126, ATL,30,25,29,25,0,0,109, ATL, CHO, CHO, ATL, CHO, away,  October 23,2022
ATL,30,25,29,25,0,0,109, CHO,22,37,45,22,0,0,126, ATL, CHO, CHO, ATL, CHO, home,  October 23,2022
WAS,31,20,25,27,4,0,107, CLE,30,27,26,20,14,0,117, WAS, CLE, CLE, WAS, CLE, away,  October 23,2022
CLE,30,27,26,20,14,0,117, WAS,31,20,25,27,4,0,107, WAS, CLE, CLE, WAS, CLE, home,  October 23,2022
UTA,26,37,30,17,12,0,122, NOP,24,29,31,26,11,0,121, UTA, UTA, NOP, NOP, UTA, away,  October 23,2022
NOP,24,29,31,26,11,0,121, UTA,26,37,30,17,12,0,122, UTA, UTA, NOP, NOP, UTA, home,  October 23,2022
MIN,31,22,29,34,0,0,116, OKC,18,26,30,32,0,0,106, MIN, OKC, OKC, MIN, MIN, away,  October 23,2022
OKC,18,26,30,32,0,0,106, MIN,31,22,29,34,0,0,116, MIN, OKC, OKC, MIN, MIN, home,  October 23,2022
SAC,36,35,23,31,0,0,125, GSW,39,50,24,17,0,0,130, GSW, GSW, GSW, SAC, GSW, away,  October 23,2022
GSW,39,50,24,17,0,0,130, SAC,36,35,23,31,0,0,125, GSW, GSW, GSW, SAC, GSW, home,  October 23,2022
PHO,33,28,25,26,0,0,112, LAC,18,23,31,23,0,0,95, PHO, PHO, LAC, PHO, PHO, away,  October 23,2022
LAC,18,23,31,23,0,0,95, PHO,33,28,25,26,0,0,112, PHO, PHO, LAC, PHO, PHO, home,  October 23,2022
IND,23,23,30,30,0,0,106, PHI,33,31,26,30,0,0,120, PHI, PHI, IND, PHI, PHI, away,  October 24,2022
PHI,33,31,26,30,0,0,120, IND,23,23,30,30,0,0,106, PHI, PHI, IND, PHI, PHI, home,  October 24,2022
TOR,27,21,23,27,0,0,98, MIA,23,20,33,14,0,0,90, TOR, TOR, MIA, TOR, TOR, away,  October 24,2022
MIA,23,20,33,14,0,0,90, TOR,27,21,23,27,0,0,98, TOR, TOR, MIA, TOR, TOR, home,  October 24,2022
ORL,28,31,23,20,0,0,102, NYK,34,31,31,19,0,0,115, NYK, NYK, NYK, ORL, NYK, away,  October 24,2022
NYK,34,31,31,19,0,0,115, ORL,28,31,23,20,0,0,102, NYK, NYK, NYK, ORL, NYK, home,  October 24,2022
BOS,39,15,25,23,0,0,102, CHI,30,35,35,20,0,0,120, BOS, CHI, CHI, BOS, CHI, away,  October 24,2022
CHI,30,35,35,20,0,0,120, BOS,39,15,25,23,0,0,102, BOS, CHI, CHI, BOS, CHI, home,  October 24,2022
UTA,18,27,28,35,0,0,108, HOU,21,30,26,37,0,0,114, HOU, HOU, UTA, HOU, HOU, away,  October 24,2022
HOU,21,30,26,37,0,0,114, UTA,18,27,28,35,0,0,108, HOU, HOU, UTA, HOU, HOU, home,  October 24,2022
BRK,34,35,28,27,0,0,124, MEM,39,25,45,25,0,0,134, MEM, BRK, MEM, BRK, MEM, away,  October 24,2022
MEM,39,25,45,25,0,0,134, BRK,34,35,28,27,0,0,124, MEM, BRK, MEM, BRK, MEM, home,  October 24,2022
SAS,39,28,36,12,0,0,115, MIN,28,29,14,35,0,0,106, SAS, MIN, SAS, MIN, SAS, away,  October 24,2022
MIN,28,29,14,35,0,0,106, SAS,39,28,36,12,0,0,115, SAS, MIN, SAS, MIN, SAS, home,  October 24,2022
DEN,31,30,25,24,0,0,110, POR,23,32,44,36,0,0,135, DEN, POR, POR, POR, POR, away,  October 24,2022
POR,23,32,44,36,0,0,135, DEN,31,30,25,24,0,0,110, DEN, POR, POR, POR, POR, home,  October 24,2022
DET,25,24,26,24,0,0,99, WAS,28,28,29,35,0,0,120, WAS, WAS, WAS, WAS, WAS, away,  October 25,2022
WAS,28,28,29,35,0,0,120, DET,25,24,26,24,0,0,99, WAS, WAS, WAS, WAS, WAS, home,  October 25,2022
DAL,31,33,25,22,0,0,111, NOP,40,26,21,26,0,0,113, NOP, DAL, DAL, NOP, NOP, away,  October 25,2022
NOP,40,26,21,26,0,0,113, DAL,31,33,25,22,0,0,111, NOP, DAL, DAL, NOP, NOP, home,  October 25,2022
LAC,18,25,25,26,0,0,94, OKC,23,26,35,24,0,0,108, OKC, OKC, OKC, LAC, OKC, away,  October 25,2022
OKC,23,26,35,24,0,0,108, LAC,18,25,25,26,0,0,94, OKC, OKC, OKC, LAC, OKC, home,  October 25,2022
GSW,29,37,20,19,0,0,105, PHO,37,35,33,29,0,0,134, PHO, GSW, PHO, PHO, PHO, away,  October 25,2022
PHO,37,35,33,29,0,0,134, GSW,29,37,20,19,0,0,105, PHO, GSW, PHO, PHO, PHO, home,  October 25,2022
ORL,24,26,19,23,0,0,92, CLE,30,24,19,30,0,0,103, CLE, ORL, CLE, CLE, CLE, away,  October 26,2022
CLE,30,24,19,30,0,0,103, ORL,24,26,19,23,0,0,92, CLE, ORL, CLE, CLE, CLE, home,  October 26,2022
ATL,36,26,27,29,0,0,118, DET,32,29,28,24,0,0,113, ATL, DET, DET, ATL, ATL, away,  October 26,2022
DET,32,29,28,24,0,0,113, ATL,36,26,27,29,0,0,118, ATL, DET, DET, ATL, ATL, home,  October 26,2022
BRK,20,35,21,23,0,0,99, MIL,25,18,35,32,0,0,110, MIL, BRK, MIL, MIL, MIL, away,  October 26,2022
MIL,25,18,35,32,0,0,110, BRK,20,35,21,23,0,0,99, MIL, BRK, MIL, MIL, MIL, home,  October 26,2022
CHO,30,32,28,32,9,0,131, NYK,32,37,29,24,12,0,134, NYK, NYK, NYK, CHO, NYK, away,  October 26,2022
NYK,32,37,29,24,12,0,134, CHO,30,32,28,32,9,0,131, NYK, NYK, NYK, CHO, NYK, home,  October 26,2022
PHI,27,26,26,30,0,0,109, TOR,35,28,26,30,0,0,119, TOR, TOR, TOR, TOR, TOR, away,  October 26,2022
TOR,35,28,26,30,0,0,119, PHI,27,26,26,30,0,0,109, TOR, TOR, TOR, TOR, TOR, home,  October 26,2022
IND,27,30,36,16,0,0,109, CHI,38,38,27,21,0,0,124, CHI, CHI, IND, CHI, CHI, away,  October 26,2022
CHI,38,38,27,21,0,0,124, IND,27,30,36,16,0,0,109, CHI, CHI, IND, CHI, CHI, home,  October 26,2022
SAS,28,25,41,28,0,0,122, MIN,39,29,34,32,0,0,134, MIN, MIN, SAS, MIN, MIN, away,  October 26,2022
MIN,39,29,34,32,0,0,134, SAS,28,25,41,28,0,0,122, MIN, MIN, SAS, MIN, MIN, home,  October 26,2022
HOU,21,28,26,26,0,0,101, UTA,22,39,28,20,0,0,109, UTA, UTA, UTA, HOU, UTA, away,  October 26,2022
UTA,22,39,28,20,0,0,109, HOU,21,28,26,26,0,0,101, UTA, UTA, UTA, HOU, UTA, home,  October 26,2022
LAL,22,32,17,28,0,0,99, DEN,26,28,32,24,0,0,110, DEN, LAL, DEN, LAL, DEN, away,  October 26,2022
DEN,26,28,32,24,0,0,110, LAL,22,32,17,28,0,0,99, DEN, LAL, DEN, LAL, DEN, home,  October 26,2022
MIA,28,33,33,25,0,0,119, POR,31,25,25,17,0,0,98, POR, MIA, MIA, MIA, MIA, away,  October 26,2022
POR,31,25,25,17,0,0,98, MIA,28,33,33,25,0,0,119, POR, MIA, MIA, MIA, MIA, home,  October 26,2022
DAL,30,31,29,22,17,0,129, BRK,23,36,25,28,13,0,125, DAL, BRK, DAL, BRK, DAL, away,  October 27,2022
BRK,23,36,25,28,13,0,125, DAL,30,31,29,22,17,0,129, DAL, BRK, DAL, BRK, DAL, home,  October 27,2022
LAC,24,36,27,23,0,0,110, OKC,34,19,36,29,0,0,118, OKC, LAC, OKC, OKC, OKC, away,  October 27,2022
OKC,34,19,36,29,0,0,118, LAC,24,36,27,23,0,0,110, OKC, LAC, OKC, OKC, OKC, home,  October 27,2022
MIA,30,29,28,23,0,0,110, GSW,31,32,29,31,0,0,123, GSW, GSW, GSW, GSW, GSW, away,  October 27,2022
GSW,31,32,29,31,0,0,123, MIA,30,29,28,23,0,0,110, GSW, GSW, GSW, GSW, GSW, home,  October 27,2022
MEM,32,31,31,31,0,0,125, SAC,28,28,27,27,0,0,110, MEM, MEM, MEM, MEM, MEM, away,  October 27,2022
SAC,28,28,27,27,0,0,110, MEM,32,31,31,31,0,0,125, MEM, MEM, MEM, MEM, MEM, home,  October 27,2022
ATL,35,34,37,30,0,0,136, DET,29,38,27,18,0,0,112, ATL, DET, ATL, ATL, ATL, away,  October 28,2022
DET,29,38,27,18,0,0,112, ATL,35,34,37,30,0,0,136, ATL, DET, ATL, ATL, ATL, home,  October 28,2022
CHO,19,11,23,40,0,0,93, ORL,22,29,31,31,0,0,113, ORL, ORL, ORL, CHO, ORL, away,  October 28,2022
ORL,22,29,31,31,0,0,113, CHO,19,11,23,40,0,0,93, ORL, ORL, ORL, CHO, ORL, home,  October 28,2022
CLE,33,29,33,19,18,0,132, BOS,34,41,24,15,9,0,123, BOS, BOS, CLE, CLE, CLE, away,  October 28,2022
BOS,34,41,24,15,9,0,123, CLE,33,29,33,19,18,0,132, BOS, BOS, CLE, CLE, CLE, home,  October 28,2022
PHI,28,37,16,31,0,0,112, TOR,26,22,22,20,0,0,90, PHI, PHI, TOR, PHI, PHI, away,  October 28,2022
TOR,26,22,22,20,0,0,90, PHI,28,37,16,31,0,0,112, PHI, PHI, TOR, PHI, PHI, home,  October 28,2022
IND,36,39,26,26,0,0,127, WAS,28,32,30,27,0,0,117, IND, IND, WAS, WAS, IND, away,  October 28,2022
WAS,28,32,30,27,0,0,117, IND,36,39,26,26,0,0,127, IND, IND, WAS, WAS, IND, home,  October 28,2022
NYK,24,29,32,23,0,0,108, MIL,26,33,37,23,0,0,119, MIL, MIL, MIL, MIL, MIL, away,  October 28,2022
MIL,26,33,37,23,0,0,119, NYK,24,29,32,23,0,0,108, MIL, MIL, MIL, MIL, MIL, home,  October 28,2022
LAL,25,27,23,27,0,0,102, MIN,28,24,26,33,0,0,111, MIN, LAL, MIN, MIN, MIN, away,  October 28,2022
MIN,28,24,26,33,0,0,111, LAL,25,27,23,27,0,0,102, MIN, LAL, MIN, MIN, MIN, home,  October 28,2022
CHI,29,31,34,30,0,0,124, SAS,36,26,32,35,0,0,129, SAS, CHI, CHI, SAS, SAS, away,  October 28,2022
SAS,36,26,32,35,0,0,129, CHI,29,31,34,30,0,0,124, SAS, CHI, CHI, SAS, SAS, home,  October 28,2022
UTA,25,25,28,23,0,0,101, DEN,35,28,26,28,0,0,117, DEN, DEN, UTA, DEN, DEN, away,  October 28,2022
DEN,35,28,26,28,0,0,117, UTA,25,25,28,23,0,0,101, DEN, DEN, UTA, DEN, DEN, home,  October 28,2022
NOP,27,25,31,28,0,0,111, PHO,21,36,36,31,0,0,124, NOP, PHO, PHO, PHO, PHO, away,  October 28,2022
PHO,21,36,36,31,0,0,124, NOP,27,25,31,28,0,0,111, NOP, PHO, PHO, PHO, PHO, home,  October 28,2022
HOU,23,35,24,29,0,0,111, POR,32,37,27,29,0,0,125, POR, POR, POR, POR, POR, away,  October 28,2022
POR,32,37,27,29,0,0,125, HOU,23,35,24,29,0,0,111, POR, POR, POR, POR, POR, home,  October 28,2022
MIA,23,26,33,31,0,0,113, SAC,32,39,19,29,0,0,119, SAC, SAC, MIA, MIA, SAC, away,  October 29,2022
SAC,32,39,19,29,0,0,119, MIA,23,26,33,31,0,0,113, SAC, SAC, MIA, MIA, SAC, home,  October 29,2022
GSW,23,27,33,24,6,0,113, CHO,34,28,18,27,13,0,120, CHO, CHO, GSW, CHO, CHO, away,  October 29,2022
CHO,34,28,18,27,13,0,120, GSW,23,27,33,24,6,0,113, CHO, CHO, GSW, CHO, CHO, home,  October 29,2022
IND,26,37,29,33,0,0,125, BRK,26,36,28,26,0,0,116, BRK, IND, IND, IND, IND, away,  October 29,2022
BRK,26,36,28,26,0,0,116, IND,26,37,29,33,0,0,125, BRK, IND, IND, IND, IND, home,  October 29,2022
PHI,37,27,26,24,0,0,114, CHI,22,34,31,22,0,0,109, PHI, CHI, CHI, PHI, PHI, away,  October 29,2022
CHI,22,34,31,22,0,0,109, PHI,37,27,26,24,0,0,114, PHI, CHI, CHI, PHI, PHI, home,  October 29,2022
ATL,30,21,33,31,0,0,115, MIL,32,27,32,32,0,0,123, MIL, MIL, ATL, MIL, MIL, away,  October 29,2022
MIL,32,27,32,32,0,0,123, ATL,30,21,33,31,0,0,115, MIL, MIL, ATL, MIL, MIL, home,  October 29,2022
OKC,27,19,26,27,18,0,117, DAL,25,26,20,28,12,0,111, OKC, DAL, OKC, DAL, OKC, away,  October 29,2022
DAL,25,26,20,28,12,0,111, OKC,27,19,26,27,18,0,117, OKC, DAL, OKC, DAL, OKC, home,  October 29,2022
MEM,30,24,37,32,0,0,123, UTA,24,38,33,29,0,0,124, MEM, UTA, MEM, MEM, UTA, away,  October 29,2022
UTA,24,38,33,29,0,0,124, MEM,30,24,37,32,0,0,123, MEM, UTA, MEM, MEM, UTA, home,  October 29,2022
NOP,18,34,26,34,0,0,112, LAC,25,27,15,24,0,0,91, LAC, NOP, NOP, NOP, NOP, away,  October 30,2022
LAC,25,27,15,24,0,0,91, NOP,18,34,26,34,0,0,112, LAC, NOP, NOP, NOP, NOP, home,  October 30,2022
WAS,15,32,21,26,0,0,94, BOS,34,24,29,25,0,0,112, BOS, WAS, BOS, WAS, BOS, away,  October 30,2022
BOS,34,24,29,25,0,0,112, WAS,15,32,21,26,0,0,94, BOS, WAS, BOS, WAS, BOS, home,  October 30,2022
NYK,30,29,34,15,0,0,108, CLE,35,27,22,37,0,0,121, CLE, NYK, NYK, CLE, CLE, away,  October 30,2022
CLE,35,27,22,37,0,0,121, NYK,30,29,34,15,0,0,108, CLE, NYK, NYK, CLE, CLE, home,  October 30,2022
GSW,37,18,36,23,0,0,114, DET,29,34,37,28,0,0,128, GSW, DET, DET, DET, DET, away,  October 30,2022
DET,29,34,37,28,0,0,128, GSW,37,18,36,23,0,0,114, GSW, DET, DET, DET, DET, home,  October 30,2022
MIN,23,24,23,28,0,0,98, SAS,26,31,28,22,0,0,107, SAS, SAS, SAS, MIN, SAS, away,  October 30,2022
SAS,26,31,28,22,0,0,107, MIN,23,24,23,28,0,0,98, SAS, SAS, SAS, MIN, SAS, home,  October 30,2022
ORL,34,26,23,22,0,0,105, DAL,29,31,28,26,0,0,114, ORL, DAL, DAL, DAL, DAL, away,  October 30,2022
DAL,29,31,28,26,0,0,114, ORL,34,26,23,22,0,0,105, ORL, DAL, DAL, DAL, DAL, home,  October 30,2022
HOU,24,32,30,23,0,0,109, PHO,29,36,25,34,0,0,124, PHO, PHO, HOU, PHO, PHO, away,  October 30,2022
PHO,29,36,25,34,0,0,124, HOU,24,32,30,23,0,0,109, PHO, PHO, HOU, PHO, PHO, home,  October 30,2022
DEN,31,20,34,25,0,0,110, LAL,26,29,38,28,0,0,121, DEN, LAL, LAL, LAL, LAL, away,  October 30,2022
LAL,26,29,38,28,0,0,121, DEN,31,20,34,25,0,0,110, DEN, LAL, LAL, LAL, LAL, home,  October 30,2022
SAC,24,28,37,26,0,0,115, CHO,34,33,18,23,0,0,108, CHO, CHO, SAC, SAC, SAC, away,  October 31,2022
CHO,34,33,18,23,0,0,108, SAC,24,28,37,26,0,0,115, CHO, CHO, SAC, SAC, SAC, home,  October 31,2022
PHI,30,22,34,32,0,0,118, WAS,28,24,21,38,0,0,111, PHI, WAS, PHI, WAS, PHI, away,  October 31,2022
WAS,28,24,21,38,0,0,111, PHI,30,22,34,32,0,0,118, PHI, WAS, PHI, WAS, PHI, home,  October 31,2022
IND,18,36,31,24,0,0,109, BRK,33,28,31,24,0,0,116, BRK, IND, BRK, BRK, BRK, away,  October 31,2022
BRK,33,28,31,24,0,0,116, IND,18,36,31,24,0,0,109, BRK, IND, BRK, BRK, BRK, home,  October 31,2022
ATL,28,25,27,29,0,0,109, TOR,34,30,31,44,0,0,139, TOR, TOR, TOR, TOR, TOR, away,  October 31,2022
TOR,34,30,31,44,0,0,139, ATL,28,25,27,29,0,0,109, TOR, TOR, TOR, TOR, TOR, home,  October 31,2022
DET,23,29,25,31,0,0,108, MIL,34,26,28,22,0,0,110, MIL, DET, MIL, DET, MIL, away,  October 31,2022
MIL,34,26,28,22,0,0,110, DET,23,29,25,31,0,0,108, MIL, DET, MIL, DET, MIL, home,  October 31,2022
MEM,26,18,30,31,0,0,105, UTA,23,38,36,24,0,0,121, MEM, UTA, UTA, MEM, UTA, away,  October 31,2022
UTA,23,38,36,24,0,0,121, MEM,26,18,30,31,0,0,105, MEM, UTA, UTA, MEM, UTA, home,  October 31,2022
HOU,23,29,24,17,0,0,93, LAC,30,21,22,22,0,0,95, LAC, HOU, HOU, LAC, LAC, away,  October 31,2022
LAC,30,21,22,22,0,0,95, HOU,23,29,24,17,0,0,93, LAC, HOU, HOU, LAC, LAC, home,  October 31,2022
CHI,25,27,25,31,0,0,108, BRK,27,31,22,19,0,0,99, BRK, BRK, CHI, CHI, CHI, away,  November 1,2022
BRK,27,31,22,19,0,0,99, CHI,25,27,25,31,0,0,108, BRK, BRK, CHI, CHI, CHI, home,  November 1,2022
GSW,24,32,38,15,0,0,109, MIA,33,25,28,30,0,0,116, MIA, GSW, GSW, MIA, MIA, away,  November 1,2022
MIA,33,25,28,30,0,0,116, GSW,24,32,38,15,0,0,109, MIA, GSW, GSW, MIA, MIA, home,  November 1,2022
ORL,32,34,22,20,0,0,108, OKC,33,30,22,31,0,0,116, OKC, ORL, OKC, OKC, OKC, away,  November 1,2022
OKC,33,30,22,31,0,0,116, ORL,32,34,22,20,0,0,108, OKC, ORL, OKC, OKC, OKC, home,  November 1,2022
MIN,20,27,26,34,0,0,107, PHO,24,30,30,32,0,0,116, PHO, PHO, PHO, MIN, PHO, away,  November 1,2022
PHO,24,30,30,32,0,0,116, MIN,20,27,26,34,0,0,107, PHO, PHO, PHO, MIN, PHO, home,  November 1,2022
